month,ic,slope,resid_sd
2007-02,0.1543637329507784,1.025261729033976,0.2828338925778288
2007-03,0.1611876448943359,1.2646050603954226,0.32042461230379005
2007-04,0.15584802816407048,0.9634621989067688,0.22297781954587667
2007-05,0.15147749569844762,0.9682691260622122,0.23711868110030998
2007-06,0.12928623060551395,0.9188796340628571,0.26116042111165744
2007-07,0.2155024626888504,1.2506874931817409,0.2746986583185786
2007-08,0.18575347391143762,1.0058692020652051,0.29167409956615803
2007-09,0.15671495864450313,1.0376801709359298,0.19912193359628216
2007-10,0.2126948773874886,1.0809470188188828,0.25264860138132955
2007-11,0.2530968415083942,1.3058199608696397,0.28344709305469473
2007-12,0.17871759799491427,0.7958655256430559,0.21012275659396212
2008-01,0.279350547058298,1.1162334919249406,0.4079726934034757
2008-02,0.1542539443223872,0.6395657588162122,0.1912738193049401
2008-03,0.17628942584171792,0.7552368237234373,0.276664369323704
2008-04,0.11591643090933679,0.4939110592276596,0.19690215460927749
2008-05,0.11700830282160239,0.5597324106478971,0.21314878887141048
2008-06,0.12716271434131937,0.7068781953246576,0.2505422520899943
2008-07,0.13819926892969628,0.6450935466707238,0.2668879430333321
2008-08,0.08373569959723029,0.46162825250691414,0.20441188285508577
2008-09,0.09265148174010353,0.49921870621344544,0.4087396435620656
2008-10,0.1176552522297289,0.8747914002243009,0.363128835935419
2008-11,0.13537273523929008,0.7234464256030356,0.2001325656247292
2008-12,0.12584716540189397,0.5772332381339982,0.187741591193589
2009-01,0.11097885628443584,0.7057731413605114,0.2543463022595664
2009-02,0.15081672671197857,1.0621522535624772,0.22067364538799902
2009-03,0.15591647792416521,1.0492979152351174,0.21537507159712246
2009-04,0.09254705480155444,0.5946657623041002,0.21800676133279184
2009-05,0.08565280923597002,0.5137164963896754,0.1944805404614521
2009-06,0.16000475829135263,1.1422865933002577,0.19643704057016265
2009-07,0.15563845079069621,1.0185005760766521,0.21569530968434422
2009-08,0.1935242054499414,1.3597230769568407,0.21214984410716536
2009-09,0.293254687861073,1.8810998091773954,0.21737796959522035
2009-10,0.2678799490592228,1.5183651924379513,0.235890904264624
2009-11,0.21180469843820468,0.8337538823324294,0.235447981005224
2009-12,0.1212769145812894,0.4810251772054747,0.2013794258386614
2010-01,0.013529191210519214,0.06316339669605033,0.2755120343816709
2010-02,0.14676979894083,0.9011119259940674,0.22492797884806054
2010-03,0.13438383446783989,0.7468469581238065,0.1850548795178635
2010-04,0.07614512739954588,0.39082523736871644,0.22400552406185517
2010-05,0.037718742031091566,0.205281314064418,0.3270930560981849
2010-06,0.16323459556656733,0.6519630060434476,0.1958643757385112
2010-07,0.16871973190363698,0.9327837647495916,0.20561283785318993
2010-08,0.18064118147038413,1.2532820475613742,0.2276199151670004
2010-09,0.2039369627356618,1.3777093535261236,0.20276749947347777
2010-10,0.11128346157574451,0.7922792019755612,0.21331065553642048
2010-11,0.16842546277749662,1.1574416286055882,0.2284892419682722
2010-12,0.1033054165077285,0.3538108523712374,0.1745240192180587
2011-01,0.13985638742820627,0.8017984057430035,0.22526031762256474
2011-02,0.2238229835961781,1.2483689025220737,0.20036717321456524
2011-03,0.15618401226154535,1.0201301152583095,0.301535463721703
2011-04,0.1324032896530347,0.7764388333427804,0.19267576043651682
2011-05,0.1758405812008565,1.1372769458912606,0.22811587070768338
2011-06,0.18709760044925827,1.169200112870864,0.2300153393374776
2011-07,0.18949551870045458,1.1865086090266732,0.25489292744006403
2011-08,0.25260644989564346,1.2772807048466976,0.36392025275410333
2011-09,0.2514654670908943,1.2418670054423853,0.23329137042438067
2011-10,0.1820909945142236,0.8126784257041136,0.1822227579295981
2011-11,0.24853168786505794,1.3109771039204139,0.24150264894346168
2011-12,0.09269005799703238,0.4113678244036308,0.1964064125467558
2012-01,0.13061187369223806,0.49186030216818866,0.19111438641110085
2012-02,0.17578605043971057,0.8736203080883219,0.19404733983713068
2012-03,0.12639470280338444,0.6734150390274829,0.20898854818231177
2012-04,0.14715546491508022,0.6916213008115134,0.22291051321440283
2012-05,0.18549984367487357,0.9738010606541323,0.24402200193765614
2012-06,0.16605400051697988,0.9263131374985462,0.21854700096172228
2012-07,0.1447830588777366,0.7431552017228747,0.20728626088814955
2012-08,0.23353885685707657,1.3667379076025028,0.182097854817305
2012-09,0.17944024435985897,1.1196981236150025,0.21993637233733393
2012-10,0.1835728169310019,0.8554950517472326,0.22102345470251286
2012-11,0.2262488900743519,1.4051855163844682,0.24359249604997565
2012-12,0.13785191795409346,0.566715394280246,0.22941732666563788
2013-01,0.14047907123814005,0.661546902403339,0.205654700742159
2013-02,0.10679802634721439,0.5643342221502888,0.2028606599206412
2013-03,0.12939062983360453,0.6417656646072668,0.21423358013010937
2013-04,0.1896634692699186,1.1471557638606438,0.23132245487838213
2013-05,0.14876901474350523,0.9869433533154237,0.2321818100275612
2013-06,0.21776156808743297,1.5166761926857615,0.2341620867642341
2013-07,0.1492791337475858,0.8833753089960026,0.17112856145680333
2013-08,0.1391010166336211,0.8776920534438853,0.2109111070392749
2013-09,0.16948672299505896,1.1883467731906063,0.2211551889994003
2013-10,0.17772136252031986,0.9899616680643407,0.24478277771354473
2013-11,0.17114256188186822,1.2640106509857811,0.20886827324680443
2013-12,0.00920260064102384,0.037631438368512765,0.22273985309774047
2014-01,0.2283297329001506,1.2943834831158174,0.300748557298651
2014-02,0.23950310012272036,1.0851659605304567,0.23105925682465644
2014-03,0.21729079124224465,1.3885091680603017,0.23194128412486872
2014-04,0.27105421871361407,1.347090283412048,0.19572328546442133
2014-05,0.17975235641143006,0.953699947402038,0.19274188421191737
2014-06,0.126609057397677,0.7082104369740201,0.2122027712567392
2014-07,0.20585211228017342,0.9867400896893037,0.2113044164494033
2014-08,0.22905131228358738,1.2103003969367487,0.23763087213116735
2014-09,0.20829688771305582,1.0778174860104945,0.2252490984924233
2014-10,0.21852951797498985,1.2090857481668684,0.31558078833402364
2014-11,0.1386698264297115,0.688000343994788,0.16999483571103857
2014-12,0.29013990109898974,1.1789084214319565,0.28917010645944624
2015-01,0.19896841496779738,0.9827807205266508,0.2847300951265328
2015-02,0.12871917756080098,0.6727786340696029,0.19379442492460905
2015-03,0.17213274982521456,0.8780406887738301,0.23636034987167237
2015-04,0.25349370118684283,1.4614198466371189,0.24154661596326915
